Id,Dataset,Filepath,Filename,Ext,Speaker,Text,Gender,Age,Race,Accent,Intensity/Level,Sentiment,Emotion
64277,ESD,./dataset/esd\0016\Happy\0016_000723.wav,0016_000723.wav,.wav,Esd_0016,I thought you meant how old are you?,,,,,,,Happy
64278,ESD,./dataset/esd\0016\Happy\0016_000724.wav,0016_000724.wav,.wav,Esd_0016,The football teams give a tea party.,,,,,,,Happy
64279,ESD,./dataset/esd\0016\Happy\0016_000725.wav,0016_000725.wav,.wav,Esd_0016,She is now choosing skirt to wear.,,,,,,,Happy
64280,ESD,./dataset/esd\0016\Happy\0016_000726.wav,0016_000726.wav,.wav,Esd_0016,Let's make the noise a snake.,,,,,,,Happy
64281,ESD,./dataset/esd\0016\Happy\0016_000727.wav,0016_000727.wav,.wav,Esd_0016,Monster made a deep bow.,,,,,,,Happy
64282,ESD,./dataset/esd\0016\Happy\0016_000728.wav,0016_000728.wav,.wav,Esd_0016,"She had said, so that one could keep up a conversation!",,,,,,,Happy
64283,ESD,./dataset/esd\0016\Happy\0016_000729.wav,0016_000729.wav,.wav,Esd_0016,Rat came and replied on the leaves.,,,,,,,Happy
64284,ESD,./dataset/esd\0016\Happy\0016_000730.wav,0016_000730.wav,.wav,Esd_0016,Must a name mean something?,,,,,,,Happy
64285,ESD,./dataset/esd\0016\Happy\0016_000731.wav,0016_000731.wav,.wav,Esd_0016,All smile were real and the happier짙짭the more sincere .,,,,,,,Happy
64286,ESD,./dataset/esd\0016\Happy\0016_000732.wav,0016_000732.wav,.wav,Esd_0016,Who is been repeating all that hard stuff to you?,,,,,,,Happy
64287,ESD,./dataset/esd\0016\Happy\0016_000733.wav,0016_000733.wav,.wav,Esd_0016,This used to be Jerry's occupation.,,,,,,,Happy
64288,ESD,./dataset/esd\0016\Happy\0016_000734.wav,0016_000734.wav,.wav,Esd_0016,A divine wrath made her blue eyes awful.,,,,,,,Happy
64289,ESD,./dataset/esd\0016\Happy\0016_000735.wav,0016_000735.wav,.wav,Esd_0016,The name really is the agedaged man.,,,,,,,Happy
64290,ESD,./dataset/esd\0016\Happy\0016_000736.wav,0016_000736.wav,.wav,Esd_0016,How I hate this foul pool!,,,,,,,Happy
64291,ESD,./dataset/esd\0016\Happy\0016_000737.wav,0016_000737.wav,.wav,Esd_0016,I think it'll encourage me.,,,,,,,Happy
64292,ESD,./dataset/esd\0016\Happy\0016_000738.wav,0016_000738.wav,.wav,Esd_0016,"Hold up my chin, slow and solid.",,,,,,,Happy
64293,ESD,./dataset/esd\0016\Happy\0016_000739.wav,0016_000739.wav,.wav,Esd_0016,Our thanks to God's oath.,,,,,,,Happy
64294,ESD,./dataset/esd\0016\Happy\0016_000740.wav,0016_000740.wav,.wav,Esd_0016,In which fox loses a tail and its elder sister finds one.,,,,,,,Happy
64295,ESD,./dataset/esd\0016\Happy\0016_000741.wav,0016_000741.wav,.wav,Esd_0016,I chose the right way.,,,,,,,Happy
64296,ESD,./dataset/esd\0016\Happy\0016_000742.wav,0016_000742.wav,.wav,Esd_0016,She may mind ye of her.,,,,,,,Happy
64297,ESD,./dataset/esd\0016\Happy\0016_000743.wav,0016_000743.wav,.wav,Esd_0016,Story twenty nine a boy and a monkey.,,,,,,,Happy
64298,ESD,./dataset/esd\0016\Happy\0016_000744.wav,0016_000744.wav,.wav,Esd_0016,Take courage all isn't lost yet.,,,,,,,Happy
64299,ESD,./dataset/esd\0016\Happy\0016_000745.wav,0016_000745.wav,.wav,Esd_0016,The nastiest things they saw were the cobwebs.,,,,,,,Happy
64300,ESD,./dataset/esd\0016\Happy\0016_000746.wav,0016_000746.wav,.wav,Esd_0016,They'd never know I'd regular ran away.,,,,,,,Happy
64301,ESD,./dataset/esd\0016\Happy\0016_000747.wav,0016_000747.wav,.wav,Esd_0016,please excuse me.,,,,,,,Happy
64302,ESD,./dataset/esd\0016\Happy\0016_000748.wav,0016_000748.wav,.wav,Esd_0016,"You are not a runaway,who are you?",,,,,,,Happy
64303,ESD,./dataset/esd\0016\Happy\0016_000749.wav,0016_000749.wav,.wav,Esd_0016,Then we all say aha!,,,,,,,Happy
64304,ESD,./dataset/esd\0016\Happy\0016_000750.wav,0016_000750.wav,.wav,Esd_0016,Rabbit gave dog a hurrying up sort of nudge.,,,,,,,Happy
64305,ESD,./dataset/esd\0016\Happy\0016_000751.wav,0016_000751.wav,.wav,Esd_0016,Said the American to Chinese.,,,,,,,Happy
64306,ESD,./dataset/esd\0016\Happy\0016_000752.wav,0016_000752.wav,.wav,Esd_0016,"From August eighteenth, of their divorce.",,,,,,,Happy
64307,ESD,./dataset/esd\0016\Happy\0016_000753.wav,0016_000753.wav,.wav,Esd_0016,He was still in the forest!,,,,,,,Happy
64308,ESD,./dataset/esd\0016\Happy\0016_000754.wav,0016_000754.wav,.wav,Esd_0016,Are you a regular darkey really?,,,,,,,Happy
64309,ESD,./dataset/esd\0016\Happy\0016_000755.wav,0016_000755.wav,.wav,Esd_0016,A deafening chirruping rent the air.,,,,,,,Happy
64310,ESD,./dataset/esd\0016\Happy\0016_000756.wav,0016_000756.wav,.wav,Esd_0016,Your midget wife never can sing a song.,,,,,,,Happy
64311,ESD,./dataset/esd\0016\Happy\0016_000757.wav,0016_000757.wav,.wav,Esd_0016,Hannibal come to see you.,,,,,,,Happy
64312,ESD,./dataset/esd\0016\Happy\0016_000758.wav,0016_000758.wav,.wav,Esd_0016,The octopus has eight legs.,,,,,,,Happy
64313,ESD,./dataset/esd\0016\Happy\0016_000759.wav,0016_000759.wav,.wav,Esd_0016,Zero four three a silver shilling is journey.,,,,,,,Happy
64314,ESD,./dataset/esd\0016\Happy\0016_000760.wav,0016_000760.wav,.wav,Esd_0016,That I am a born nurse.,,,,,,,Happy
64315,ESD,./dataset/esd\0016\Happy\0016_000761.wav,0016_000761.wav,.wav,Esd_0016,"Midyear is day, shire year.",,,,,,,Happy
64316,ESD,./dataset/esd\0016\Happy\0016_000762.wav,0016_000762.wav,.wav,Esd_0016,"Tom, went on eeyore gloomily.",,,,,,,Happy
64317,ESD,./dataset/esd\0016\Happy\0016_000763.wav,0016_000763.wav,.wav,Esd_0016,Asteroid three hundred and twenty five.,,,,,,,Happy
64318,ESD,./dataset/esd\0016\Happy\0016_000764.wav,0016_000764.wav,.wav,Esd_0016,And we are so thirsty!,,,,,,,Happy
64319,ESD,./dataset/esd\0016\Happy\0016_000765.wav,0016_000765.wav,.wav,Esd_0016,Tom could hardly speak for laughing.,,,,,,,Happy
64320,ESD,./dataset/esd\0016\Happy\0016_000766.wav,0016_000766.wav,.wav,Esd_0016,Shall we let Barbara in?,,,,,,,Happy
64321,ESD,./dataset/esd\0016\Happy\0016_000767.wav,0016_000767.wav,.wav,Esd_0016,"I suppose no, it doesn't!",,,,,,,Happy
64322,ESD,./dataset/esd\0016\Happy\0016_000768.wav,0016_000768.wav,.wav,Esd_0016,I do not eat bread.,,,,,,,Happy
64323,ESD,./dataset/esd\0016\Happy\0016_000769.wav,0016_000769.wav,.wav,Esd_0016,"Not much use is it, Sam?",,,,,,,Happy
64324,ESD,./dataset/esd\0016\Happy\0016_000770.wav,0016_000770.wav,.wav,Esd_0016,Tom now let our arrows fly!,,,,,,,Happy
64325,ESD,./dataset/esd\0016\Happy\0016_000771.wav,0016_000771.wav,.wav,Esd_0016,She was born on April nineteen forty three.,,,,,,,Happy
64326,ESD,./dataset/esd\0016\Happy\0016_000772.wav,0016_000772.wav,.wav,Esd_0016,"How are you, dear child?",,,,,,,Happy
64327,ESD,./dataset/esd\0016\Happy\0016_000773.wav,0016_000773.wav,.wav,Esd_0016,how suspicious this fox.,,,,,,,Happy
64328,ESD,./dataset/esd\0016\Happy\0016_000774.wav,0016_000774.wav,.wav,Esd_0016,Come on my jack in the boxes!,,,,,,,Happy
64329,ESD,./dataset/esd\0016\Happy\0016_000775.wav,0016_000775.wav,.wav,Esd_0016,I'd far rather go without them than eat them!,,,,,,,Happy
64330,ESD,./dataset/esd\0016\Happy\0016_000776.wav,0016_000776.wav,.wav,Esd_0016,The hag looked in the stove.,,,,,,,Happy
64331,ESD,./dataset/esd\0016\Happy\0016_000777.wav,0016_000777.wav,.wav,Esd_0016,But I saw you walking.,,,,,,,Happy
64332,ESD,./dataset/esd\0016\Happy\0016_000778.wav,0016_000778.wav,.wav,Esd_0016,The art quite safe with me.,,,,,,,Happy
64333,ESD,./dataset/esd\0016\Happy\0016_000779.wav,0016_000779.wav,.wav,Esd_0016,All my gum tips gone as well.,,,,,,,Happy
64334,ESD,./dataset/esd\0016\Happy\0016_000780.wav,0016_000780.wav,.wav,Esd_0016,Then there was a report.,,,,,,,Happy
64335,ESD,./dataset/esd\0016\Happy\0016_000781.wav,0016_000781.wav,.wav,Esd_0016,And I never had a whooping cough why.,,,,,,,Happy
64336,ESD,./dataset/esd\0016\Happy\0016_000782.wav,0016_000782.wav,.wav,Esd_0016,A fair jaw cracker dwarf language must be!,,,,,,,Happy
64337,ESD,./dataset/esd\0016\Happy\0016_000783.wav,0016_000783.wav,.wav,Esd_0016,Be off now as quick as you may!,,,,,,,Happy
64338,ESD,./dataset/esd\0016\Happy\0016_000784.wav,0016_000784.wav,.wav,Esd_0016,By hook or by crook.,,,,,,,Happy
64339,ESD,./dataset/esd\0016\Happy\0016_000785.wav,0016_000785.wav,.wav,Esd_0016,Suppose I take grandmother a fresh vegetable.,,,,,,,Happy
64340,ESD,./dataset/esd\0016\Happy\0016_000786.wav,0016_000786.wav,.wav,Esd_0016,And tick a tack too.,,,,,,,Happy
64341,ESD,./dataset/esd\0016\Happy\0016_000787.wav,0016_000787.wav,.wav,Esd_0016,A hippo lives in the zoo.,,,,,,,Happy
64342,ESD,./dataset/esd\0016\Happy\0016_000788.wav,0016_000788.wav,.wav,Esd_0016,In my opinion that-is a good idea!,,,,,,,Happy
64343,ESD,./dataset/esd\0016\Happy\0016_000789.wav,0016_000789.wav,.wav,Esd_0016,Let go of my top knot.,,,,,,,Happy
64344,ESD,./dataset/esd\0016\Happy\0016_000790.wav,0016_000790.wav,.wav,Esd_0016,And they did push so!,,,,,,,Happy
64345,ESD,./dataset/esd\0016\Happy\0016_000791.wav,0016_000791.wav,.wav,Esd_0016,We expected Tom would jump for joy.,,,,,,,Happy
64346,ESD,./dataset/esd\0016\Happy\0016_000792.wav,0016_000792.wav,.wav,Esd_0016,Does the one that wins get the crowned?,,,,,,,Happy
64347,ESD,./dataset/esd\0016\Happy\0016_000793.wav,0016_000793.wav,.wav,Esd_0016,To buy two pork chops.,,,,,,,Happy
64348,ESD,./dataset/esd\0016\Happy\0016_000794.wav,0016_000794.wav,.wav,Esd_0016,They found a cow grazing in a field.,,,,,,,Happy
64349,ESD,./dataset/esd\0016\Happy\0016_000795.wav,0016_000795.wav,.wav,Esd_0016,Aha what i have we here?,,,,,,,Happy
64350,ESD,./dataset/esd\0016\Happy\0016_000796.wav,0016_000796.wav,.wav,Esd_0016,I don't painted tiger.,,,,,,,Happy
64351,ESD,./dataset/esd\0016\Happy\0016_000797.wav,0016_000797.wav,.wav,Esd_0016,Confess that you opened the thirteenth door.,,,,,,,Happy
64352,ESD,./dataset/esd\0016\Happy\0016_000798.wav,0016_000798.wav,.wav,Esd_0016,Said the witch.,,,,,,,Happy
64353,ESD,./dataset/esd\0016\Happy\0016_000799.wav,0016_000799.wav,.wav,Esd_0016,I've hit the wrong nose.,,,,,,,Happy
64354,ESD,./dataset/esd\0016\Happy\0016_000800.wav,0016_000800.wav,.wav,Esd_0016,"Well anyhow it didn't rain, he said.",,,,,,,Happy
64355,ESD,./dataset/esd\0016\Happy\0016_000801.wav,0016_000801.wav,.wav,Esd_0016,"It's me Piglit, help help!",,,,,,,Happy
64356,ESD,./dataset/esd\0016\Happy\0016_000802.wav,0016_000802.wav,.wav,Esd_0016,"This is Jack, the relatives of Tom.",,,,,,,Happy
64357,ESD,./dataset/esd\0016\Happy\0016_000803.wav,0016_000803.wav,.wav,Esd_0016,The elephant and the carpenter is the longest.,,,,,,,Happy
64358,ESD,./dataset/esd\0016\Happy\0016_000804.wav,0016_000804.wav,.wav,Esd_0016,Here am i whom you seek.,,,,,,,Happy
64359,ESD,./dataset/esd\0016\Happy\0016_000805.wav,0016_000805.wav,.wav,Esd_0016,He was killed by an arrow.,,,,,,,Happy
64360,ESD,./dataset/esd\0016\Happy\0016_000806.wav,0016_000806.wav,.wav,Esd_0016,I guess it's a choice feast.,,,,,,,Happy
64361,ESD,./dataset/esd\0016\Happy\0016_000807.wav,0016_000807.wav,.wav,Esd_0016,Tom and Michael woke up next morning.,,,,,,,Happy
64362,ESD,./dataset/esd\0016\Happy\0016_000808.wav,0016_000808.wav,.wav,Esd_0016,The squire himself showed perfect.,,,,,,,Happy
64363,ESD,./dataset/esd\0016\Happy\0016_000809.wav,0016_000809.wav,.wav,Esd_0016,If they mother knew it.,,,,,,,Happy
64364,ESD,./dataset/esd\0016\Happy\0016_000810.wav,0016_000810.wav,.wav,Esd_0016,Act drop second act scene.,,,,,,,Happy
64365,ESD,./dataset/esd\0016\Happy\0016_000811.wav,0016_000811.wav,.wav,Esd_0016,We nightly dance our heyday guise.,,,,,,,Happy
64366,ESD,./dataset/esd\0016\Happy\0016_000812.wav,0016_000812.wav,.wav,Esd_0016,"Clown, to call him joey.",,,,,,,Happy
64367,ESD,./dataset/esd\0016\Happy\0016_000813.wav,0016_000813.wav,.wav,Esd_0016,Mister Lawson saw George last night.,,,,,,,Happy
64368,ESD,./dataset/esd\0016\Happy\0016_000814.wav,0016_000814.wav,.wav,Esd_0016,A half pounds of flour and two ounces suet.,,,,,,,Happy
64369,ESD,./dataset/esd\0016\Happy\0016_000815.wav,0016_000815.wav,.wav,Esd_0016,"He might call it, for example.",,,,,,,Happy
64370,ESD,./dataset/esd\0016\Happy\0016_000816.wav,0016_000816.wav,.wav,Esd_0016,"No, I burst the balloon!",,,,,,,Happy
64371,ESD,./dataset/esd\0016\Happy\0016_000817.wav,0016_000817.wav,.wav,Esd_0016,They were children of mine.,,,,,,,Happy
64372,ESD,./dataset/esd\0016\Happy\0016_000818.wav,0016_000818.wav,.wav,Esd_0016,Look out! said Alice.,,,,,,,Happy
64373,ESD,./dataset/esd\0016\Happy\0016_000819.wav,0016_000819.wav,.wav,Esd_0016,The owl flew into a bush.,,,,,,,Happy
64374,ESD,./dataset/esd\0016\Happy\0016_000820.wav,0016_000820.wav,.wav,Esd_0016,Our King George is laborers.,,,,,,,Happy
64375,ESD,./dataset/esd\0016\Happy\0016_000821.wav,0016_000821.wav,.wav,Esd_0016,Finn and the fairy shoemaker.,,,,,,,Happy
64376,ESD,./dataset/esd\0016\Happy\0016_000822.wav,0016_000822.wav,.wav,Esd_0016,Am I an absolute pauper?,,,,,,,Happy
64377,ESD,./dataset/esd\0016\Happy\0016_000823.wav,0016_000823.wav,.wav,Esd_0016,I am from towel land.,,,,,,,Happy
64378,ESD,./dataset/esd\0016\Happy\0016_000824.wav,0016_000824.wav,.wav,Esd_0016,"You know, answers to the name of Tom's son.",,,,,,,Happy
64379,ESD,./dataset/esd\0016\Happy\0016_000825.wav,0016_000825.wav,.wav,Esd_0016,To catch that bulrush root with my paw!,,,,,,,Happy
64380,ESD,./dataset/esd\0016\Happy\0016_000826.wav,0016_000826.wav,.wav,Esd_0016,this turn goes to the hill.,,,,,,,Happy
64381,ESD,./dataset/esd\0016\Happy\0016_000827.wav,0016_000827.wav,.wav,Esd_0016,Cos I know I had some honey.,,,,,,,Happy
64382,ESD,./dataset/esd\0016\Happy\0016_000828.wav,0016_000828.wav,.wav,Esd_0016,Put that rude grasshopper in jail!,,,,,,,Happy
64383,ESD,./dataset/esd\0016\Happy\0016_000829.wav,0016_000829.wav,.wav,Esd_0016,A large flat ferry boat was moored beside-it.,,,,,,,Happy
64384,ESD,./dataset/esd\0016\Happy\0016_000830.wav,0016_000830.wav,.wav,Esd_0016,And would spoil my joke.,,,,,,,Happy
64385,ESD,./dataset/esd\0016\Happy\0016_000831.wav,0016_000831.wav,.wav,Esd_0016,It must come sometimes to jam a day.,,,,,,,Happy
64386,ESD,./dataset/esd\0016\Happy\0016_000832.wav,0016_000832.wav,.wav,Esd_0016,I thank you for this mercy!,,,,,,,Happy
64387,ESD,./dataset/esd\0016\Happy\0016_000833.wav,0016_000833.wav,.wav,Esd_0016,I smell the breath of an English.,,,,,,,Happy
64388,ESD,./dataset/esd\0016\Happy\0016_000834.wav,0016_000834.wav,.wav,Esd_0016,Rare rabbit had a little apron.,,,,,,,Happy
64389,ESD,./dataset/esd\0016\Happy\0016_000835.wav,0016_000835.wav,.wav,Esd_0016,I blinked my eyes hard.,,,,,,,Happy
64390,ESD,./dataset/esd\0016\Happy\0016_000836.wav,0016_000836.wav,.wav,Esd_0016,She has eaten the tapioca all-of it.,,,,,,,Happy
64391,ESD,./dataset/esd\0016\Happy\0016_000837.wav,0016_000837.wav,.wav,Esd_0016,Let the glass globe be.,,,,,,,Happy
64392,ESD,./dataset/esd\0016\Happy\0016_000838.wav,0016_000838.wav,.wav,Esd_0016,But one requires the explorer to furnish proofs.,,,,,,,Happy
64393,ESD,./dataset/esd\0016\Happy\0016_000839.wav,0016_000839.wav,.wav,Esd_0016,Cuckoos is down-headed and crying.,,,,,,,Happy
64394,ESD,./dataset/esd\0016\Happy\0016_000840.wav,0016_000840.wav,.wav,Esd_0016,What an impetuous boy he is!,,,,,,,Happy
64395,ESD,./dataset/esd\0016\Happy\0016_000841.wav,0016_000841.wav,.wav,Esd_0016,Can I lodge here tonight?,,,,,,,Happy
64396,ESD,./dataset/esd\0016\Happy\0016_000842.wav,0016_000842.wav,.wav,Esd_0016,Wake now my merry tads!,,,,,,,Happy
64397,ESD,./dataset/esd\0016\Happy\0016_000843.wav,0016_000843.wav,.wav,Esd_0016,Pussy can sit by the fire and sing.,,,,,,,Happy
64398,ESD,./dataset/esd\0016\Happy\0016_000844.wav,0016_000844.wav,.wav,Esd_0016,We all see panda on TV or in the zoo.,,,,,,,Happy
64399,ESD,./dataset/esd\0016\Happy\0016_000845.wav,0016_000845.wav,.wav,Esd_0016,Reed by the living pool!,,,,,,,Happy
64400,ESD,./dataset/esd\0016\Happy\0016_000846.wav,0016_000846.wav,.wav,Esd_0016,"He said to Jack, the chatterer.",,,,,,,Happy
64401,ESD,./dataset/esd\0016\Happy\0016_000847.wav,0016_000847.wav,.wav,Esd_0016,And there you'll find a snap dragon fly.,,,,,,,Happy
64402,ESD,./dataset/esd\0016\Happy\0016_000848.wav,0016_000848.wav,.wav,Esd_0016,"And on the top of them, came Winnie, the cute bear.",,,,,,,Happy
64403,ESD,./dataset/esd\0016\Happy\0016_000849.wav,0016_000849.wav,.wav,Esd_0016,My winding sheet!,,,,,,,Happy
64404,ESD,./dataset/esd\0016\Happy\0016_000850.wav,0016_000850.wav,.wav,Esd_0016,I hope you enjoyed yourself!,,,,,,,Happy
64405,ESD,./dataset/esd\0016\Happy\0016_000851.wav,0016_000851.wav,.wav,Esd_0016,All the way to China is home.,,,,,,,Happy
64406,ESD,./dataset/esd\0016\Happy\0016_000852.wav,0016_000852.wav,.wav,Esd_0016,Guilty for what do you rule?,,,,,,,Happy
64407,ESD,./dataset/esd\0016\Happy\0016_000853.wav,0016_000853.wav,.wav,Esd_0016,But we are not high yet.,,,,,,,Happy
64408,ESD,./dataset/esd\0016\Happy\0016_000854.wav,0016_000854.wav,.wav,Esd_0016,He dreamt them all night.,,,,,,,Happy
64409,ESD,./dataset/esd\0016\Happy\0016_000855.wav,0016_000855.wav,.wav,Esd_0016,This speech roused dame Ilse to anger.,,,,,,,Happy
64410,ESD,./dataset/esd\0016\Happy\0016_000856.wav,0016_000856.wav,.wav,Esd_0016,The eye could not catch them.,,,,,,,Happy
64411,ESD,./dataset/esd\0016\Happy\0016_000857.wav,0016_000857.wav,.wav,Esd_0016,"Blackbird, and Jay.",,,,,,,Happy
64412,ESD,./dataset/esd\0016\Happy\0016_000858.wav,0016_000858.wav,.wav,Esd_0016,it looks much better.,,,,,,,Happy
64413,ESD,./dataset/esd\0016\Happy\0016_000859.wav,0016_000859.wav,.wav,Esd_0016,Such tunes are joy to a dancing fay.,,,,,,,Happy
64414,ESD,./dataset/esd\0016\Happy\0016_000860.wav,0016_000860.wav,.wav,Esd_0016,"Kitty, can you play chess?",,,,,,,Happy
64415,ESD,./dataset/esd\0016\Happy\0016_000861.wav,0016_000861.wav,.wav,Esd_0016,That's a full grown colt.,,,,,,,Happy
64416,ESD,./dataset/esd\0016\Happy\0016_000862.wav,0016_000862.wav,.wav,Esd_0016,I lent George three pounds.,,,,,,,Happy
64417,ESD,./dataset/esd\0016\Happy\0016_000863.wav,0016_000863.wav,.wav,Esd_0016,How they went to the mountains to eat nuts.,,,,,,,Happy
64418,ESD,./dataset/esd\0016\Happy\0016_000864.wav,0016_000864.wav,.wav,Esd_0016,His large mouth curled into a sneer.,,,,,,,Happy
64419,ESD,./dataset/esd\0016\Happy\0016_000865.wav,0016_000865.wav,.wav,Esd_0016,"They were going fast, with a light clip.",,,,,,,Happy
64420,ESD,./dataset/esd\0016\Happy\0016_000866.wav,0016_000866.wav,.wav,Esd_0016,They ate beef at the butcher shop.,,,,,,,Happy
64421,ESD,./dataset/esd\0016\Happy\0016_000867.wav,0016_000867.wav,.wav,Esd_0016,I toy with my liqueur.,,,,,,,Happy
64422,ESD,./dataset/esd\0016\Happy\0016_000868.wav,0016_000868.wav,.wav,Esd_0016,"I said you looked like an egg, sir.",,,,,,,Happy
64423,ESD,./dataset/esd\0016\Happy\0016_000869.wav,0016_000869.wav,.wav,Esd_0016,Sam waved his arm vaguely.,,,,,,,Happy
64424,ESD,./dataset/esd\0016\Happy\0016_000870.wav,0016_000870.wav,.wav,Esd_0016,But if you hadn't done them.,,,,,,,Happy
64425,ESD,./dataset/esd\0016\Happy\0016_000871.wav,0016_000871.wav,.wav,Esd_0016,I say neither yea nor nay.,,,,,,,Happy
64426,ESD,./dataset/esd\0016\Happy\0016_000872.wav,0016_000872.wav,.wav,Esd_0016,I shall say good bye.,,,,,,,Happy
64427,ESD,./dataset/esd\0016\Happy\0016_000873.wav,0016_000873.wav,.wav,Esd_0016,He searched through the box.,,,,,,,Happy
64428,ESD,./dataset/esd\0016\Happy\0016_000874.wav,0016_000874.wav,.wav,Esd_0016,I pay half a crown a week extra.,,,,,,,Happy
64429,ESD,./dataset/esd\0016\Happy\0016_000875.wav,0016_000875.wav,.wav,Esd_0016,All this have we won by our labour.,,,,,,,Happy
64430,ESD,./dataset/esd\0016\Happy\0016_000876.wav,0016_000876.wav,.wav,Esd_0016,"She just smiled calmly, mother knows that is the best smile.",,,,,,,Happy
64431,ESD,./dataset/esd\0016\Happy\0016_000877.wav,0016_000877.wav,.wav,Esd_0016,Tom fell with a cloven head.,,,,,,,Happy
64432,ESD,./dataset/esd\0016\Happy\0016_000878.wav,0016_000878.wav,.wav,Esd_0016,And vowed he'd change the pigtail's place.,,,,,,,Happy
64433,ESD,./dataset/esd\0016\Happy\0016_000879.wav,0016_000879.wav,.wav,Esd_0016,Daisy creams with pink edges.,,,,,,,Happy
64434,ESD,./dataset/esd\0016\Happy\0016_000880.wav,0016_000880.wav,.wav,Esd_0016,Toast from the bread fruit tree.,,,,,,,Happy
64435,ESD,./dataset/esd\0016\Happy\0016_000881.wav,0016_000881.wav,.wav,Esd_0016,"First, issue a reward.",,,,,,,Happy
64436,ESD,./dataset/esd\0016\Happy\0016_000882.wav,0016_000882.wav,.wav,Esd_0016,Age forty five if a day a lie.,,,,,,,Happy
64437,ESD,./dataset/esd\0016\Happy\0016_000883.wav,0016_000883.wav,.wav,Esd_0016,Fresh pain seized Paul's body.,,,,,,,Happy
64438,ESD,./dataset/esd\0016\Happy\0016_000884.wav,0016_000884.wav,.wav,Esd_0016,"We have been fine, haven't we?",,,,,,,Happy
64439,ESD,./dataset/esd\0016\Happy\0016_000885.wav,0016_000885.wav,.wav,Esd_0016,The new born baby is stolen as we go.,,,,,,,Happy
64440,ESD,./dataset/esd\0016\Happy\0016_000886.wav,0016_000886.wav,.wav,Esd_0016,She jump at the tail and bite it savagely.,,,,,,,Happy
64441,ESD,./dataset/esd\0016\Happy\0016_000887.wav,0016_000887.wav,.wav,Esd_0016,An hour out of GuildFord town.,,,,,,,Happy
64442,ESD,./dataset/esd\0016\Happy\0016_000888.wav,0016_000888.wav,.wav,Esd_0016,Now quicker the fiddle went.,,,,,,,Happy
64443,ESD,./dataset/esd\0016\Happy\0016_000889.wav,0016_000889.wav,.wav,Esd_0016,When such wanderers meet.,,,,,,,Happy
64444,ESD,./dataset/esd\0016\Happy\0016_000890.wav,0016_000890.wav,.wav,Esd_0016,And they were sandy yellow brownish all over.,,,,,,,Happy
64445,ESD,./dataset/esd\0016\Happy\0016_000891.wav,0016_000891.wav,.wav,Esd_0016,I make her quite nervy at times.,,,,,,,Happy
64446,ESD,./dataset/esd\0016\Happy\0016_000892.wav,0016_000892.wav,.wav,Esd_0016,I have had to grow old.,,,,,,,Happy
64447,ESD,./dataset/esd\0016\Happy\0016_000893.wav,0016_000893.wav,.wav,Esd_0016,Please hire me after you.,,,,,,,Happy
64448,ESD,./dataset/esd\0016\Happy\0016_000894.wav,0016_000894.wav,.wav,Esd_0016,"Yes, I miss her.",,,,,,,Happy
64449,ESD,./dataset/esd\0016\Happy\0016_000895.wav,0016_000895.wav,.wav,Esd_0016,A boat put out on the bay.,,,,,,,Happy
64450,ESD,./dataset/esd\0016\Happy\0016_000896.wav,0016_000896.wav,.wav,Esd_0016,Clear are your eyes and bright your breath!,,,,,,,Happy
64451,ESD,./dataset/esd\0016\Happy\0016_000897.wav,0016_000897.wav,.wav,Esd_0016,"Fur flew through the air, teeth gnashed.",,,,,,,Happy
64452,ESD,./dataset/esd\0016\Happy\0016_000898.wav,0016_000898.wav,.wav,Esd_0016,I'd shoot myself. a pause.,,,,,,,Happy
64453,ESD,./dataset/esd\0016\Happy\0016_000899.wav,0016_000899.wav,.wav,Esd_0016,Captain Tom receives an angry letter.,,,,,,,Happy
64454,ESD,./dataset/esd\0016\Happy\0016_000900.wav,0016_000900.wav,.wav,Esd_0016,That cloth does not look worth much!,,,,,,,Happy
64455,ESD,./dataset/esd\0016\Happy\0016_000901.wav,0016_000901.wav,.wav,Esd_0016,"A lady, is on Alice's lap!",,,,,,,Happy
64456,ESD,./dataset/esd\0016\Happy\0016_000902.wav,0016_000902.wav,.wav,Esd_0016,that sounds good.,,,,,,,Happy
64457,ESD,./dataset/esd\0016\Happy\0016_000903.wav,0016_000903.wav,.wav,Esd_0016,I was not grabbed.,,,,,,,Happy
64458,ESD,./dataset/esd\0016\Happy\0016_000904.wav,0016_000904.wav,.wav,Esd_0016,The song is really louding on a gate.,,,,,,,Happy
64459,ESD,./dataset/esd\0016\Happy\0016_000905.wav,0016_000905.wav,.wav,Esd_0016,Fear neither root nor sprout!,,,,,,,Happy
64460,ESD,./dataset/esd\0016\Happy\0016_000906.wav,0016_000906.wav,.wav,Esd_0016,Still you owe it a duty.,,,,,,,Happy
64461,ESD,./dataset/esd\0016\Happy\0016_000907.wav,0016_000907.wav,.wav,Esd_0016,"What am I, I'm a racer, son of god.",,,,,,,Happy
64462,ESD,./dataset/esd\0016\Happy\0016_000908.wav,0016_000908.wav,.wav,Esd_0016,"However, somebody killed something.",,,,,,,Happy
64463,ESD,./dataset/esd\0016\Happy\0016_000909.wav,0016_000909.wav,.wav,Esd_0016,A raging fire was in his eyes.,,,,,,,Happy
64464,ESD,./dataset/esd\0016\Happy\0016_000910.wav,0016_000910.wav,.wav,Esd_0016,It weighs seven point five kilogram.,,,,,,,Happy
